Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,20564485419.1684,20550582746.8448,19998143635.873,18019554403.4503,18896353155.8839,18418860354.4238,18904502222.2108,20143451705.7548,14583135236.5744,..
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623,-20.6999999939715,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,651.987861948108,628.146803888496,592.476164793256,520.251954939821,530.14986261654,502.057099211089,500.52298078433,516.866797351726,363.674087113049,..
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.00252214522922,-0.964803329240652,-1.66641641520391,-0.345802496981889,-0.253593781811986,-1.68857659267114,0.932833388709597,-5.3646659309623,-22.9291944307147,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.46678830410982,3.65757606530364,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,15594637,16172321,16682054,17115346,17614722,18136922,18679089,19279930,19844584,20362329
Afghanistan,AFG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.4421028692971,49.4321347124254,49.4231842452837,49.4146082450656,49.4192840877382,49.4372087779621,49.4554852316151,49.4709437976734,49.4884046075232,49.5087222518757
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,15946572,16543889,17071446,17520861,18028696,18549862,19090409,19692301,20254878,20766442
Afghanistan,AFG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.5578971307029,50.5678652875746,50.5768187173721,50.5853917549344,50.5807159122618,50.5627912220379,50.5445121207459,50.5290587682563,50.5115953924768,50.4912777481243
Afghanistan,AFG,"Population, total",SP.POP.TOTL,31541209,32716210,33753499,34636207,35643418,36686784,37769499,38972230,40099462,41128771
Afghanistan,AFG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,18502504965.1779,18834093829.3395,17785739175.8072,16937442592.6735,17641172246.3335,16815188084.6708,17645416937.3793,18515111650.4997,..,..
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,586.613688941914,575.68079644126,526.930235464098,489.00974037583,494.93492027991,458.344565843406,467.186947260786,475.084737273174,..,..
Afghanistan,AFG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by second 20%,SI.DST.02ND.20,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by third 20%,SI.DST.03RD.20,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by fourth 20%,SI.DST.04TH.20,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,3.61702195556776,4.87605245432057,5.99866510787263,3.96948482318683,4.53061562295213,..,..,..,..,..
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,1.42180097103119,2.85714292526245,0.952380955219269,0.952380955219269,0.476190477609634,0.471698105335236,0.943396210670471,0.471698105335236,1.41509437561035,..
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.234926111766299,0.209119434856893,0.845811546710676,0.519387512057898,0.272718742817068,0.648439172766145,0.123804125451931,0.0643889050032797,0.141265755036907,..
Afghanistan,AFG,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,48.29,..,..,51.2,..,..,47.48,56.06,..
Afghanistan,AFG,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,..,24.46,..,..,17.16,..,..,16.23,18.87,..
Afghanistan,AFG,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,..,58.9,..,..,67.44,..,..,63.19,75.33,..
Afghanistan,AFG,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,63.15,..,..,51.55,..,..,45.39,56.95,..
Afghanistan,AFG,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,..,33.35,..,..,18.19,..,..,18.08,20.57,..
Afghanistan,AFG,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,..,72.79,..,..,64.68,..,..,58.54,72.84,..
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.417,62.545,62.659,63.136,63.016,63.081,63.565,62.575,61.982,..
Afghanistan,AFG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,14.4,15.1,19,19.9,82.3,6.4,6.8,..,..,..
Afghanistan,AFG,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,173,..,..,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,12776224537.2743,13228147516.1168,11386853143.152,11861199830.8396,13019726211.7369,15156424061.9815,15401826080.5183,15162734205.2462,17930565118.8176,18882095517.8768
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.84423589539303
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4413.06339738921,4578.63320812155,3952.80358410846,4124.05538986272,4531.03220675893,5287.66081699731,5396.21422690995,5343.0377039956,6377.20309553753,6802.80451885113
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.18723435286199,1.98538809180384,2.51682705417127,3.48029321671386,3.89811226746693,4.27631155105293,2.52354084280566,-2.74523867757104,9.92271370805365,6.2052753940383
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.28980006505826
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1442931,1439863,1435812,1433925,1433238,1430495,1425364,1418585,1407212,1391085
Albania,ALB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.8405965471591,49.8376964476291,49.8424100627203,49.8565633587325,49.8785318239675,49.9060657702972,49.9393329512719,49.9880530854607,50.0490417590578,50.1177382850143
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1452162,1449241,1444890,1442176,1440219,1435881,1428828,1419264,1404454,1384548
Albania,ALB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.1594380907055,50.1623035523709,50.1575552449435,50.1434366412675,50.1214681760325,50.0939342297028,50.0607018448559,50.0119469145393,49.9509582409422,49.8822265324712
Albania,ALB,"Population, total",SP.POP.TOTL,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2775634
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,10886637101.5448,11106690977.0159,9411883297.73799,9903307979.40081,10668378677.8817,12379624246.5057,12379000501.4942,11942964386.2708,..,..
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.67212982694215,0.647797952547279,0.0751565826618901,3.13667565147664,2.15448642560661,3.70823775063278,0.686843109371154,-5.69747282143057,..,..
Albania,ALB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3760.37690738146,3844.33754444835,3267.21751521694,3443.31022429352,3712.73301736609,4318.91149189977,4337.13108250086,4208.45661142323,..,..
Albania,ALB,Income share held by highest 10%,SI.DST.10TH.10,..,25.5,24.8,25,24.6,22.7,23.6,22.8,..,..
Albania,ALB,Income share held by highest 20%,SI.DST.05TH.20,..,41.7,40.6,41.2,40.7,38.2,38.9,38,..,..
Albania,ALB,Income share held by second 20%,SI.DST.02ND.20,..,11.5,12.1,11.8,12,13,13,13.2,..,..
Albania,ALB,Income share held by third 20%,SI.DST.03RD.20,..,16.4,16.5,16.4,16.5,17.5,17,17.3,..,..
Albania,ALB,Income share held by fourth 20%,SI.DST.04TH.20,..,23.3,23,23.2,23.3,23.3,22.7,23,..,..
Albania,ALB,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,14.3311500451436,13.8136820719343,14.9190019181277,11.4817193553893,15.5303922678323,16.6811619448864,18.3744841343344,15.3671304443245,13.558278403735,..
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,49.2891006469727,61.4285697937012,58.0952377319336,58.0952377319336,59.523811340332,58.4905662536621,51.886791229248,49.5283012390137,49.5283012390137,..
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,9.81628455146501,8.69303872198522,8.69053392002112,8.80509197849022,7.85544826704409,7.94635567518757,7.79792050752732,7.05509220945392,6.79614080368671,7.63359072117973
Albania,ALB,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,46.48,47.07,49.37,51.27,52.05,54.2,55.18,..,..,..
Albania,ALB,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,39.2,39.02,42.36,44.46,44.89,47.53,48.27,..,..,..
Albania,ALB,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,55.52,56.56,57.31,58.94,60.06,61.93,63.3,..,..,..
Albania,ALB,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,58.94,59.08,59.97,62.28,63.03,62.9,62.6,..,..,..
Albania,ALB,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,45.58,44.78,46.37,49.99,49.41,49.11,49.69,..,..,..
Albania,ALB,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,70.08,70.78,70.98,71.67,73.49,73.24,72.25,..,..,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.123,78.407,78.644,78.86,79.047,79.184,79.282,76.989,76.463,..
Albania,ALB,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,21.2,10.1,10.3,12.5,12,11.3,10.8,..,..,..
Albania,ALB,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,82,..,..,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,209755003250.664,213809980720.787,165979224316.667,160034212613.438,170096989042.831,174910891124.491,171760290068.157,145743722826.258,163472233245.77,191912889420.911
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.8,3.80000000016804,3.69999999958893,3.20000000006691,1.29999999991843,1.20000000049063,0.999999999741789,-5.10000000018678,3.40000000034198,3.09999999986282
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,5519.77757552373,5516.22946321562,4197.41997101868,3967.20065952107,4134.93609898195,4171.79530903532,4021.98360796603,3354.15730265114,3700.31119460857,4273.92218311515
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.797967812424986,1.76594123137923,1.6466572591571,1.16314757745835,-0.663171193402832,-0.707950481173555,-0.840856657898996,-6.72994165075228,1.70006376741448,1.43477676478558
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.9667158178046,1.97904881035906,1.99994605069585,1.99343168879913,1.95700247075081,1.9033254281097,1.83944488568624,1.73245672803153,1.65770320084269,1.62833925417918
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,18629532,19004433,19390923,19783015,20175233,20564404,20948465,21318767,21680725,22040987
Algeria,DZA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.024276600075,49.0308323741012,49.0373706659818,49.0415073587367,49.0445478820706,49.0481087762835,49.0534702803638,49.0631751611089,49.0758753531653,49.085532275243
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,19371095,19755734,20152232,20556314,20961313,21362603,21756903,22132899,22497244,22862237
Algeria,DZA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.9757260314606,50.9691650459307,50.962631862901,50.9584926412633,50.9554521179294,50.9518912237165,50.9465297196362,50.9368248388911,50.9241246468347,50.9144654977454
Algeria,DZA,"Population, total",SP.POP.TOTL,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225
